Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
4,Black,F,2,55,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 1, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 1, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 1, 1]]"
4,White,M,4,XX,Robbery/Theft,0,0,0,0,0,1,[]
1,Latino,M,2,XX,Other Statute & Other Incident Type,0,0,1,0,0,0,"[[1, 'Latino', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 1, 0, 1], [1, 'Latino', 'M', 2, '52', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 1, 0, 1], [1, 'Latino', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [1, 'Latino', 'M', 2, '53', 'Other Statute & Other Incident Type', 0, 0, 1, 1, 0, 0, 1], [1, 'Latino', 'M', 2, '14', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [1, 'Latino', 'M', 2, '52', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [1, 'Latino', 'M', 2, '52', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [1, 'Latino', 'M', 2, '42', 'Other Statute & Other Incident Type', 0, 0, 1, 1, 0, 0, 1], [1, 'Latino', 'M', 2, '52', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [1, 'Latino', 'M', 2, '52', 'Other Statute & Other Incident Type', 0, 1, 1, 0, 0, 0, 1]]"
1,White,F,2,41,Break and Enter,0,0,1,1,0,0,"[[1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 0, 0, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 0, 1, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 1, 0, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 0, 0, 1], [1, 'White', 'F', 2, '55', 'Break and Enter', 1, 0, 1, 1, 0, 0, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 1, 0, 1], [1, 'White', 'F', 2, '51', 'Break and Enter', 0, 0, 1, 1, 0, 1, 1], [1, 'White', 'F', 2, '52', 'Break and Enter', 0, 0, 1, 1, 0, 0, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 1, 1, 1, 0, 0, 1], [1, 'White', 'F', 2, '53', 'Break and Enter', 0, 0, 1, 1, 0, 0, 1]]"
0,Unknown or Legacy,M,2,XX,Robbery & Theft,0,0,0,0,0,1,"[[0, 'Unknown or Legacy', 'M', 2, '13', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '31', 'Robbery & Theft', 1, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, 'XX', 'Robbery & Theft', 0, 0, 0, 1, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 2, '32', 'Robbery & Theft', 0, 0, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, 'XX', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 2, '32', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1]]"
4,White,M,3,54,Assault,0,0,0,0,0,1,"[[4, 'White', 'M', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1]]"
4,South Asian,F,3,33,Assault,0,0,0,0,0,0,"[[4, 'South Asian', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 0, 1, 0, 0, 0, 0, 1], [4, 'South Asian', 'F', 3, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '23', 'Assault', 0, 1, 1, 0, 0, 0, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 1, 1, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 0, 1, 0, 0, 0, 1, 1], [4, 'South Asian', 'F', 3, '53', 'Assault', 1, 1, 1, 0, 0, 0, 1]]"
1,Unknown or Legacy,M,2,54,Police Category - Administrative,0,0,0,0,0,1,"[[1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 1, 0, 1, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '51', 'Police Category - Administrative', 0, 0, 1, 1, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 1, 0, 1, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '52', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '51', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [1, 'Unknown or Legacy', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 1, 0, 1, 1]]"
0,White,F,3,51,FTA/FTC/Compliance Check/Parollee,0,1,0,0,0,0,"[[0, 'White', 'F', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '22', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '22', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1]]"
1,Black,M,5,XX,Sexual Related Crime,0,0,0,0,0,1,[]
4,East/Southeast Asian,M,4,23,Assault & Other crimes against persons,0,0,0,0,0,1,[]
0,Black,M,4,42,Assault,0,0,0,0,0,1,"[[0, 'Black', 'M', 4, '53', 'Assault', 0, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 4, '51', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '51', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '14', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '14', 'Assault', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 4, '14', 'Assault', 0, 0, 1, 1, 0, 0, 1], [0, 'Black', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1]]"
1,Black,M,1,12,FTA/FTC/Compliance Check/Parollee,0,0,1,0,0,0,"[[1, 'Black', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [1, 'Black', 'M', 1, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '22', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1]]"
1,East/Southeast Asian,M,5,23,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[1, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '13', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 5, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1]]"
3,White,F,3,51,Police Category - Administrative,0,0,0,0,0,0,"[[3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 1, 1, 0, 0, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 1, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 0, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 1, 1, 1, 0, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 0, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 0, 1, 1, 1, 1], [3, 'White', 'F', 3, '53', 'Police Category - Administrative', 0, 0, 0, 1, 0, 1, 1]]"
0,Unknown or Legacy,M,3,XX,Mischief,0,0,0,0,0,0,[]
3,Latino,M,4,51,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[3, 'Latino', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [3, 'Latino', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'M', 4, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '31', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 0, 1], [3, 'Latino', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1]]"
3,White,F,1,XX,Police Category - Administrative,0,0,0,0,0,1,"[[3, 'White', 'F', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 0, 1, 0, 1, 1, 1], [3, 'White', 'F', 1, '53', 'Police Category - Administrative', 1, 1, 0, 0, 0, 1, 1]]"
3,White,M,5,XX,Assault,0,0,0,0,0,0,"[[3, 'White', 'M', 5, '14', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 5, '51', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 5, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1]]"
1,Black,M,3,XX,Police Category - Administrative,0,0,0,0,0,1,"[[1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1]]"
1,White,M,3,22,Police Category - Administrative,0,0,0,0,0,0,"[[1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '52', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '51', 'Police Category - Administrative', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '51', 'Police Category - Administrative', 0, 0, 1, 1, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1]]"
4,East/Southeast Asian,M,2,42,Assault,0,0,0,0,0,1,"[[4, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1]]"
4,Unknown or Legacy,M,5,XX,Robbery/Theft,0,0,0,0,0,1,[]
1,Unknown or Legacy,M,3,XX,Robbery/Theft,0,0,0,0,0,0,"[[1, 'Unknown or Legacy', 'M', 3, '51', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, 'XX', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, 'XX', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '52', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '14', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '51', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '52', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '52', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [1, 'Unknown or Legacy', 'M', 3, '51', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1]]"
0,White,M,5,41,Assault & Other crimes against persons,0,0,0,0,0,0,"[[0, 'White', 'M', 5, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '41', 'Assault & Other crimes against persons', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 5, '41', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '41', 'Assault & Other crimes against persons', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 5, '31', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 0, 1], [0, 'White', 'M', 5, '43', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '41', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '41', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1]]"
3,Black,F,2,12,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 1, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 1, 1], [3, 'Black', 'F', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 1, 1]]"
0,White,M,3,12,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[0, 'White', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1], [0, 'White', 'M', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '32', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1]]"
1,East/Southeast Asian,M,3,32,Harassment/Threatening,0,0,0,0,0,1,"[[1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 0, 0, 1, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 0, 0, 0, 0, 1, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 1, 1, 1, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 1, 1, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 0, 0, 0, 0, 1, 1, 1], [1, 'East/Southeast Asian', 'M', 3, '53', 'Harassment/Threatening', 1, 1, 1, 0, 0, 1, 1]]"
1,White,M,3,41,Police Category - Administrative,0,0,0,0,0,1,"[[1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '51', 'Police Category - Administrative', 0, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1], [1, 'White', 'M', 3, '51', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1]]"
